id,revenue
3001,74570165.41008541
3002,-39126805.06469637
3003,13247527.062160492
3004,-12147576.567999482
3005,-16610128.675442278
3006,5403795.575946212
3007,6691551.816010654
3008,79607530.75681448
3009,51595699.67237276
3010,310339272.2243252
3011,-24708938.573199093
3012,-8240354.189335942
3013,70864260.33320242
3014,-1684686.8902044296
3015,82604606.96395549
3016,-12327562.253325045
3017,160019249.4017725
3018,220485274.56138706
3019,145714.277248621
3020,538877612.0602062
3021,65297497.15887344
3022,75643588.71270177
3023,-16596283.569531202
3024,49162886.0157187
3025,-28220405.67102146
3026,78322589.90307152
3027,16753875.640307307
3028,105209943.59642014
3029,53487750.58022857
3030,76702466.0746468
3031,26990291.6236524
3032,-2534911.015855372
3033,752115.1317585707
3034,-9211837.026987553
3035,6454442.47347337
3036,-1542131.8040853143
3037,115607101.80607104
3038,28013083.43492508
3039,40486956.146963775
3040,-16927833.603877127
3041,27608391.913510084
3042,-36685165.006230116
3043,51035856.85175049
3044,5534807.175995946
3045,417436415.31845206
3046,-8673123.903245509
3047,-13765283.539362848
3048,12406975.545992732
3049,42211701.90294713
3050,86311100.13367873
3051,-41248727.824290335
3052,47128801.713674664
3053,-10760657.853808641
3054,-1783677.688415885
3055,98002282.57579008
3056,-22678091.08000797
3057,119791852.88459218
3058,496797957.90451217
3059,-10558430.735736728
3060,111247581.38293606
3061,108962011.42667904
3062,39029001.97451967
3063,34769370.6293422
3064,159875030.79394108
3065,57046962.55478847
3066,111006893.18494105
3067,-7253853.795216024
3068,110982754.52635464
3069,356219484.61098063
3070,-11592744.609074533
3071,18394607.36469823
3072,421953286.8986749
3073,-9604813.205062926
3074,-16260844.659398317
3075,56064458.34330267
3076,219575922.4518221
3077,24156708.380239367
3078,121724979.68187171
3079,60619088.231497616
3080,193044646.99449962
3081,10267314.271049142
3082,14678038.055207193
3083,6768827.999948442
3084,1487257.8832124472
3085,83899236.35470676
3086,98924701.74197072
3087,-14160289.185480297
3088,-3604033.4049023986
3089,-23028128.66259396
3090,52691669.35772568
3091,65795942.76265073
3092,1385629.7401120067
3093,204771777.71911713
3094,129898385.14633408
3095,74882050.649766
3096,-20283288.933301806
3097,734881724.7371866
3098,77165525.21120036
3099,81924625.87218669
3100,-15334345.332412302
3101,20948665.65589732
3102,-10102860.197333276
3103,-9409038.308949888
3104,-20693340.868878186
3105,182009886.84605145
3106,198839770.81093615
3107,35238182.30471736
3108,14337866.020051837
3109,-4390093.394798994
3110,384062575.3168341
3111,-15406662.707027376
3112,-34132163.15142
3113,22834949.399395406
3114,42572196.45358533
3115,20781743.223998547
3116,17596941.403041303
3117,-11437162.914917469
3118,-27878714.560661614
3119,280194692.48606205
3120,223242973.19251388
3121,37807960.533127785
3122,10487465.540269673
3123,15123351.0385378
3124,4247650.419601023
3125,-23838145.761535466
3126,30407093.341895103
3127,9882388.040924251
3128,60794688.10759008
3129,167433213.61049324
3130,21960782.237490058
3131,-47715989.444824696
3132,-8527153.111978889
3133,11127057.59338659
3134,1279009.4707539678
3135,40227480.57055175
3136,-3869005.4867771864
3137,225370439.67781362
3138,-7007302.096438289
3139,53626973.50742617
3140,118449970.95304441
3141,28921564.08191514
3142,-8587385.229696572
3143,194807671.59669164
3144,58035347.70441538
3145,26479914.542459965
3146,-12855024.546112955
3147,31648484.070519865
3148,5496880.983157575
3149,161023865.05911773
3150,184449455.3948216
3151,-3703521.413589895
3152,8152444.020319283
3153,18461419.73020178
3154,13491230.380018115
3155,36395079.81044191
3156,78382830.5083344
3157,29073619.14816606
3158,158541441.41845983
3159,27161701.586047888
3160,-13767167.93034476
3161,-10642816.206846654
3162,-7739919.733387351
3163,104797276.94546345
3164,-12653607.522770226
3165,-28254331.317425013
3166,-31912198.381821334
3167,84078739.34470692
3168,-2154104.0982786417
3169,-809922.1879149675
3170,13205234.032778144
3171,19591396.100515544
3172,52188675.41281709
3173,10846.059032320976
3174,-16811747.006865323
3175,46581845.58385974
3176,88809732.62228453
3177,128660391.57207552
3178,-14715325.173551679
3179,-5803285.722827673
3180,13761781.792101562
3181,1536890.7680478692
3182,170472426.30760548
3183,65180523.83961135
3184,56405853.40531343
3185,166550942.80961037
3186,129640200.63110924
3187,-23472520.473906577
3188,5795798.923912346
3189,105211780.50060606
3190,70870342.37117988
3191,24024040.797260284
3192,48956444.845905185
3193,212406889.91004986
3194,92770617.73755595
3195,-15378229.842277825
3196,10073689.82516247
3197,29476108.028016746
3198,208274269.39697713
3199,325189993.3802397
3200,21914525.616647065
3201,47290806.45816225
3202,8181262.491143048
3203,-15275813.206391215
3204,4817205.070281148
3205,-20349253.81933278
3206,-15725339.552286267
3207,58608465.58361441
3208,13071848.297048688
3209,-10689773.703846991
3210,424009630.70850724
3211,-12732881.841902435
3212,82788001.08128387
3213,62990442.01430184
3214,-27266261.772993207
3215,-22686.914693892002
3216,6883271.1932756305
3217,389297528.09044296
3218,57647564.537974715
3219,-16334258.625589252
3220,85629631.11906132
3221,-27737175.588410854
3222,-6215728.880478084
3223,6381860.120403469
3224,-8729036.233443141
3225,2601730.9574231505
3226,18770332.198527455
3227,114793607.80055526
3228,272203743.623854
3229,151602621.39690626
3230,60769262.289725274
3231,33814389.16490948
3232,-2130505.0025339127
3233,37607461.86133242
3234,-10010124.009543061
3235,10271127.231388807
3236,1799269.9300748706
3237,12694115.91683489
3238,14090993.537053645
3239,-9873031.339988887
3240,352915131.7084055
3241,-4576019.644511163
3242,-26297208.296535075
3243,-30029469.28778386
3244,-14052698.254921257
3245,7532426.4388667345
3246,70013067.99034476
3247,45080527.250772595
3248,85552210.22675821
3249,85937151.42476496
3250,344524542.80030113
3251,-12286721.705924213
3252,30229657.709006727
3253,73243393.5058487
3254,-29891608.665783286
3255,-16616911.185749888
3256,50006353.16489762
3257,-7580922.615744352
3258,16260119.011971056
3259,47047619.73573458
3260,741296.1443943381
3261,395417534.29520816
3262,119673647.14653593
3263,38595948.313708305
3264,-33340420.162563443
3265,-22212056.315996647
3266,-10465215.028771102
3267,23350277.347297728
3268,-11830106.919816732
3269,109517649.30780211
3270,81463633.08308002
