id,revenue
3001,18884912.262342922
3002,4689463.09397582
3003,14435679.809816383
3004,32828319.501747847
3005,6199586.126420043
3006,15579800.082526736
3007,10614469.80261176
3008,49621158.98489527
3009,36321521.44524086
3010,336137983.2108742
3011,4261656.292832278
3012,2854708.535729885
3013,53063550.28834538
3014,5899875.736163057
3015,32261038.660152838
3016,3547227.233681634
3017,137410017.6405832
3018,137444948.16537878
3019,19451018.249964677
3020,847171983.2747775
3021,73436677.5605921
3022,52092516.786063164
3023,1712143.3078512177
3024,32024769.957340255
3025,7862934.360051766
3026,93539008.70206803
3027,13208814.587486714
3028,81928081.37960455
3029,18025202.891184486
3030,68298918.41605455
3031,24180744.580289923
3032,5561741.362042651
3033,3840909.059423864
3034,2039694.1363050267
3035,30296650.715381697
3036,28586179.057548717
3037,91543894.8792145
3038,45285546.8463279
3039,29535214.82898642
3040,4673957.452938564
3041,32273555.774877235
3042,8072437.015943803
3043,34559911.014638424
3044,8299803.665203765
3045,595658215.0833244
3046,5094961.998677053
3047,22820813.16489514
3048,33808588.23006388
3049,41866244.381159365
3050,55856993.686409585
3051,4327867.681190051
3052,27711181.86169619
3053,6197051.838123798
3054,4199210.6498567015
3055,59258328.06678231
3056,3126480.0002732202
3057,83714767.03696802
3058,445918107.082488
3059,4099402.4607552066
3060,93673534.465552
3061,77207464.96786588
3062,44624770.955717474
3063,72143597.81289771
3064,93070366.07932726
3065,36067664.70125094
3066,104971807.35189408
3067,9200872.985244825
3068,61035198.68166956
3069,208491334.38007945
3070,6670330.35858953
3071,24033765.80871603
3072,532291674.08338314
3073,3459627.1216091365
3074,5404935.7901408
3075,53526533.91873668
3076,264656733.16215715
3077,60960818.8269268
3078,168942296.1105269
3079,50078626.91311693
3080,114825317.08321142
3081,24673460.857755885
3082,14299323.885966063
3083,22804102.48841366
3084,4021187.7120792344
3085,40677053.847396396
3086,91205002.16089728
3087,1542647.6549977511
3088,5945150.882300988
3089,4558182.928185217
3090,44892270.45545629
3091,28040795.325215064
3092,14914254.486570403
3093,197842409.78104135
3094,108332739.35073262
3095,51223114.053163536
3096,8575412.276080094
3097,1051095213.4397626
3098,36730332.027417034
3099,74438959.02430224
3100,16863583.51938969
3101,18245265.693316206
3102,17452974.510634623
3103,6557044.612551168
3104,7088772.372355655
3105,100520120.90461463
3106,100072490.66669363
3107,53435327.058696136
3108,21458536.368047036
3109,15978306.316051155
3110,571190898.3157701
3111,25274816.662953332
3112,2343780.0438146293
3113,23849425.679914035
3114,39103858.67899302
3115,41122837.692803666
3116,22262083.16947852
3117,4042784.6673566177
3118,15423113.046215817
3119,225051415.07915533
3120,232028099.0749956
3121,17580051.860986136
3122,19023151.063259162
3123,46860467.98275098
3124,10549208.014500402
3125,4736660.408244215
3126,38276518.126527764
3127,12484731.139266975
3128,39698532.69043307
3129,316476318.91450286
3130,13923907.963609405
3131,9858032.716078281
3132,11047121.062286586
3133,5911407.1822705045
3134,17533737.069226697
3135,18667692.81149014
3136,12191854.63282004
3137,120892524.11821257
3138,4644336.463299088
3139,42065729.759349935
3140,113824403.09042686
3141,21751657.293562382
3142,7718047.821839027
3143,170525712.98901266
3144,24486004.932053328
3145,78562287.29309538
3146,6956883.278956667
3147,35594960.292850524
3148,14142053.213487804
3149,84946560.20809148
3150,117840583.271723
3151,13865547.103900254
3152,25496158.89696271
3153,15468811.925584562
3154,16910953.3789647
3155,47858467.95151873
3156,26031972.85007009
3157,37197296.93337776
3158,141982106.7608018
3159,18053095.768160507
3160,8814167.943449505
3161,3494476.5014321953
3162,19931969.416949973
3163,146315583.24455023
3164,4708499.825587548
3165,3126480.0002732202
3166,5322588.389891446
3167,75852368.23240963
3168,5710971.92667117
3169,19717402.7408636
3170,19255645.41714903
3171,74694077.78113042
3172,49110283.0637861
3173,5504936.830745012
3174,5801617.888507709
3175,25803270.87496043
3176,74031661.98827711
3177,94053716.08099265
3178,5372336.198049672
3179,15046857.671397053
