id,revenue
3001,17813345.94398929
3002,3872069.7512579425
3003,14454050.09671182
3004,30685420.20977818
3005,4646821.408086331
3006,15577698.431450896
3007,13107717.689650737
3008,48741202.1109085
3009,33094137.49191315
3010,322614861.41836387
3011,3483414.701817327
3012,5427143.013375593
3013,53080741.07382955
3014,5604904.815930177
3015,31272874.657156207
3016,2556813.0278569185
3017,132923952.00145707
3018,125685626.43853574
3019,27124990.36869812
3020,816820150.3385739
3021,74007348.70235667
3022,62148225.80136051
3023,4128446.4165748465
3024,29903965.154730536
3025,6438461.209454871
3026,93694036.82509355
3027,11153509.115762336
3028,90345504.6039248
3029,17411685.37025674
3030,67520956.47349417
3031,22427116.71687234
3032,5309214.97139487
3033,3414865.9142559795
3034,2565484.372496302
3035,40010477.32558186
3036,34059271.93681841
3037,91599986.93937965
3038,40491438.080930814
3039,30743601.587211765
3040,5254154.923939181
3041,32424637.84506189
3042,8983341.065345904
3043,28744215.49564563
3044,12284240.986064471
3045,585900703.6830217
3046,5130981.422058122
3047,21094120.3625436
3048,32624679.81821353
3049,32901634.267416958
3050,65789286.97206285
3051,4879260.334521545
3052,26229739.403402098
3053,5949159.667171211
3054,3899672.0845930106
3055,62044522.493920386
3056,2555421.9600922894
3057,91137312.47714423
3058,442232661.06546503
3059,5853366.092933696
3060,98026320.84803283
3061,74409013.70878616
3062,33563213.144225925
3063,79195257.96342842
3064,90556742.0462905
3065,33779244.22180452
3066,101987310.74080989
3067,13312434.090201007
3068,60105837.350311965
3069,203552208.5793466
3070,6095132.607603391
3071,20383344.784231827
3072,559525999.1330503
3073,5386941.889060397
3074,6131845.347061064
3075,51797206.703315705
3076,258047703.84264705
3077,80004660.92964579
3078,164017168.09341434
3079,46628600.66333894
3080,115726161.84253994
3081,29840944.998710677
3082,16156453.914344875
3083,20048645.925581526
3084,3492875.849226967
3085,41303720.96357883
3086,94763462.80782238
3087,4240885.972329441
3088,4179959.563357763
3089,4432840.286692332
3090,43679607.07709338
3091,28679006.949406043
3092,13694068.393426465
3093,204658653.1444811
3094,96391498.66298676
3095,51307590.53591807
3096,6780594.292360505
3097,1068807453.2562153
3098,37100673.52464583
3099,76036219.40811776
3100,14433909.81156366
3101,18039342.744019344
3102,16425577.266436124
3103,6742910.875338087
3104,4662159.632195813
3105,96100800.50337742
3106,103746463.73246942
3107,56870841.54759241
3108,20853144.467168603
3109,17627723.589140378
3110,553298289.9422555
3111,25170313.885678433
3112,4725691.2008296065
3113,22492647.96394823
3114,34227547.70790099
3115,35748299.739255846
3116,20553176.274104845
3117,3040228.1304293233
3118,13575930.653470574
3119,225841462.09718728
3120,214500273.19848695
3121,16380914.59118235
3122,17310390.496638387
3123,26520676.264850315
3124,9519617.247186547
3125,5691370.80193321
3126,38670595.51920089
3127,11797636.424218724
3128,37720130.96849714
3129,344775445.2066288
3130,15376261.56170745
3131,10044265.689014053
3132,13043239.759821367
3133,6594862.61149383
3134,16947842.562008973
3135,18542625.357006416
3136,10937355.927076865
3137,119785039.99910049
3138,3956339.85279015
3139,42255702.454679035
3140,123748976.97789787
3141,22988521.724952187
3142,15113746.305911683
3143,175373615.30789265
3144,21704554.65535686
3145,71146330.18469575
3146,6115733.513307275
3147,38922774.11446671
3148,16192350.015396953
3149,83384560.7251931
3150,119968329.1734546
3151,14116788.437277136
3152,25114951.324853096
3153,14346436.748969644
3154,22165721.409153447
3155,48687017.76843823
3156,24933824.385194566
3157,31328607.082509693
3158,140088787.28822434
3159,18212437.612085033
3160,15448747.890578076
3161,2599095.2052652687
3162,21162735.402648445
3163,120760308.56066361
3164,5351349.3321887255
3165,2555421.9600922894
3166,4919925.276353475
3167,77397150.09353703
3168,6054421.194190233
3169,30359568.66615526
3170,20694074.889083594
3171,67795846.76611397
3172,49009542.13036519
3173,4976731.806659946
3174,5626644.820849565
3175,24695746.342777826
3176,66405577.31618355
3177,106291739.66218658
3178,6538805.628907223
3179,17182646.67769623
3180,15254866.680012226
3181,5494082.926213643
3182,330944638.61054826
3183,51278251.82182794
3184,46148972.38171646
3185,99336963.37242228
3186,62277550.68082732
3187,15520655.197062448
3188,23329435.7505662
3189,101585293.81116833
3190,46560921.192931354
3191,34257556.849475674
3192,16318940.265113788
3193,382314288.30130804
3194,107110973.71552604
3195,7704805.195979531
3196,12076028.657490684
3197,30926744.165517993
3198,207836625.6264902
3199,316102993.6276216
3200,16917941.64106616
3201,54039258.91930438
3202,9653739.769144174
3203,7704805.195979531
3204,4981951.605482981
3205,8466678.940352507
3206,25729236.81986738
3207,59577956.6404515
3208,12514571.262969272
3209,4003673.339542174
3210,665057088.2543571
3211,5059857.940565162
3212,48368556.8208426
3213,98946544.52564868
3214,5220057.838682477
3215,3210528.189238029
3216,16096309.40030551
3217,413165282.29417014
3218,19375518.038234126
3219,6152780.535274254
3220,192041246.4820412
3221,15665785.552927028
3222,6158784.477938628
3223,18972453.453344345
3224,6200394.134622413
3225,12028510.363588294
3226,12199824.039389024
3227,92058859.36403635
3228,231444812.35026053
3229,146971273.5756979
3230,47869772.060528114
3231,47025743.43195207
3232,29797767.581751704
3233,21929592.844067812
3234,24259800.479060158
3235,56664376.28484066
3236,4652698.484786173
3237,38303223.341643445
3238,15793018.624313725
3239,12406153.3711459
3240,363861604.4886597
3241,7512307.189516326
3242,5288677.6213272195
3243,8260195.423217388
3244,8278050.762379341
3245,17328853.191329803
3246,32068126.178285636
3247,28983086.919132296
3248,82230384.12921675
3249,54960365.88402873
3250,287604396.5438196
3251,5521603.586359504
