id,revenue
3001,25353116.12533971
3002,3156861.1142635113
3003,21562780.888559554
3004,32433754.288782198
3005,3399637.13177032
3006,17102991.09507906
3007,26039099.400596373
3008,46601556.3031366
3009,41184289.12157099
3010,352079029.08143944
3011,4929207.3173739705
3012,4814783.962102345
3013,53301657.87143218
3014,4734839.521103767
3015,43535093.554840095
3016,2362547.2873425526
3017,133737886.39286005
3018,136313023.35422778
3019,35430226.53163711
3020,825108992.61277
3021,75400470.93119143
3022,73133289.84796746
3023,3422716.958790768
3024,29307662.2350246
3025,4125843.564140414
3026,85004159.21424472
3027,11458351.66033069
3028,93237767.1439916
3029,24151645.889104556
3030,60781939.13529916
3031,35225443.52668261
3032,3079088.187111124
3033,9446001.403720701
3034,1542483.6866505025
3035,38872294.56951454
3036,30885980.731263332
3037,123255225.93027057
3038,47850844.56238167
3039,41335342.49092792
3040,10298619.189881781
3041,42019460.80203898
3042,6525821.153191057
3043,28563595.007115554
3044,13055025.496980472
3045,613446364.0728239
3046,5025853.582795373
3047,27222331.652614374
3048,29301727.256795455
3049,35300435.129947975
3050,68112586.64393796
3051,3686245.7179251937
3052,27504674.76027095
3053,3582926.624035106
3054,2897655.4417340173
3055,71777273.67997058
3056,2182935.0677652657
3057,96454907.05109453
3058,511743238.81498957
3059,4886429.41857865
3060,93732534.89164191
3061,99977265.37693612
3062,41032979.935366474
3063,78610318.33518696
3064,89645072.1836174
3065,43751459.39786374
3066,114638624.62474425
3067,11299361.358036868
3068,59478839.731201395
3069,248775958.34530362
3070,7385642.679520788
3071,20900989.937900916
3072,522252355.8706167
3073,7465204.129593553
3074,5449261.687768579
3075,59738566.54485562
3076,220079911.83121157
3077,67925941.96065202
3078,131202692.09792495
3079,48941427.30717415
3080,132737916.89430326
3081,27339674.72910271
3082,21951048.759776216
3083,16438339.926083837
3084,2163640.928532851
3085,48001024.01770203
3086,102902850.24394484
3087,3075232.180430911
3088,4157164.3002511654
3089,2280864.070057946
3090,43351195.79552294
3091,32028045.269373573
3092,14826242.770195995
3093,245959780.44256344
3094,102263906.5695494
3095,64051161.9909188
3096,8415263.15433974
3097,1076742840.9528842
3098,36069928.912280016
3099,70762434.6688283
3100,10417692.052386185
3101,23344403.02645665
3102,13284886.750528295
3103,7378035.550555112
3104,6205838.597742265
3105,105591388.50961944
3106,90859639.47257096
3107,57518752.81101003
3108,30322370.04529507
3109,18930458.7200206
3110,567361487.8960884
3111,18455083.60063374
3112,1098239.3906844384
3113,33033874.323433794
3114,47640854.858123474
3115,31356169.231410544
3116,35047527.165232055
3117,4874109.359882687
3118,10938139.898262564
3119,230247225.31696498
3120,176894082.94375274
3121,15942894.41395871
3122,23768173.49736077
3123,25122442.219830915
3124,7356011.867694296
3125,8114638.53641247
3126,37808687.53331799
3127,15947198.796590319
3128,44555652.83961835
3129,350722671.6068498
3130,17567567.646478917
3131,8275816.485002508
3132,13143452.648711467
3133,8126155.021983797
3134,16108240.072212392
3135,15576200.988136282
3136,9858580.135537066
